Change Component Footprint: Designator=D1 Old Footprint=DO-214AC New Footprint=SOD-123
Change Component Footprint: Designator=D2 Old Footprint=DO-214AC New Footprint=SOD-123
Change Component Description : Designator=B1 Old Description=3V蜂鸣 New Description=3V蜂鸣器
Change Component Description : Designator=Q2 Old Description=Discrete NPN Bipolar Tran New Description=Discrete NPN Bipolar Transistor
Change Component Description : Designator=P1 Old Description=Header, 2- New Description=Header, 2-Pin
Change Component Description : Designator=L1 Old Description=Power Inductor, Ferrite-C New Description=Power Inductor, Ferrite-Core
Change Component Description : Designator=LED1 Old Description=Red, Typical INFRARED GaAs LE New Description=Red, Typical INFRARED GaAs LED
Change Component Description : Designator=LED2 Old Description=Red, Typical INFRARED GaAs LE New Description=Red, Typical INFRARED GaAs LED
Change Component Description : Designator=LED3 Old Description=Red, Typical INFRARED GaAs LE New Description=Red, Typical INFRARED GaAs LED
Change Component Description : Designator=LED4 Old Description=Red, Typical INFRARED GaAs LE New Description=Red, Typical INFRARED GaAs LED
Change Component Description : Designator=S1 Old Description=SPDT Subminiature Toggle Switch, Right Angle Mounting, Vertical Act New Description=SPDT Subminiature Toggle Switch, Right Angle Mounting, Vertical Actuation
Change Component Description : Designator=D1 Old Description=TVS二极管 Dio New Description=TVS二极管 Diode
Change Component Description : Designator=D2 Old Description=TVS二极管 Dio New Description=TVS二极管 Diode
Change Component Description : Designator=C1 Old Description=电? New Description=电容
Change Component Description : Designator=C2 Old Description=电? New Description=电容
Change Component Description : Designator=C5 Old Description=电? New Description=电容
Change Component Description : Designator=C6 Old Description=电? New Description=电容
Change Component Description : Designator=C9 Old Description=电? New Description=电容
Change Component Description : Designator=C10 Old Description=电? New Description=电容
Change Component Description : Designator=C13 Old Description=电? New Description=电容
Change Component Description : Designator=C15 Old Description=电? New Description=电容
Change Component Description : Designator=C16 Old Description=电? New Description=电容
Change Component Description : Designator=C17 Old Description=电? New Description=电容
Change Component Description : Designator=C20 Old Description=电? New Description=电容
Change Component Description : Designator=C21 Old Description=电? New Description=电容
Change Component Description : Designator=L2 Old Description=电? New Description=电感
Change Component Description : Designator=L3 Old Description=电? New Description=电感
Change Component Description : Designator=R1 Old Description=电? New Description=电阻
Change Component Description : Designator=R2 Old Description=电? New Description=电阻
Change Component Description : Designator=R3 Old Description=电? New Description=电阻
Change Component Description : Designator=R4 Old Description=电? New Description=电阻
Change Component Description : Designator=R6 Old Description=电? New Description=电阻
Change Component Description : Designator=R7 Old Description=电? New Description=电阻
Change Component Description : Designator=R8 Old Description=电? New Description=电阻
Change Component Description : Designator=R9 Old Description=电? New Description=电阻
Change Component Description : Designator=R10 Old Description=电? New Description=电阻
Change Component Description : Designator=R11 Old Description=电? New Description=电阻
Change Component Description : Designator=R12 Old Description=电? New Description=电阻
Change Component Description : Designator=R13 Old Description=电? New Description=电阻
Change Component Description : Designator=R14 Old Description=电? New Description=电阻
Change Component Description : Designator=R15 Old Description=电? New Description=电阻
Change Component Description : Designator=R16 Old Description=电? New Description=电阻
Change Component Description : Designator=R17 Old Description=电? New Description=电阻
Change Component Description : Designator=R18 Old Description=电? New Description=电阻
Change Component Description : Designator=R19 Old Description=电? New Description=电阻
Change Component Description : Designator=R20 Old Description=电? New Description=电阻
Change Component Description : Designator=R21 Old Description=电? New Description=电阻
Change Component Description : Designator=R22 Old Description=电? New Description=电阻
Change Component Description : Designator=R23 Old Description=电? New Description=电阻
Change Component Description : Designator=R24 Old Description=电? New Description=电阻
Change Component Description : Designator=R25 Old Description=电? New Description=电阻
Change Component Description : Designator=R26 Old Description=电? New Description=电阻
Change Component Description : Designator=R27 Old Description=电? New Description=电阻
Change Component Description : Designator=R28 Old Description=电? New Description=电阻
Change Component Description : Designator=R29 Old Description=电? New Description=电阻
Change Component Description : Designator=R30 Old Description=电? New Description=电阻
Change Component Description : Designator=R31 Old Description=电? New Description=电阻
Change Component Description : Designator=R32 Old Description=电? New Description=电阻
Change Component Description : Designator=R33 Old Description=电? New Description=电阻
Change Component Description : Designator=R34 Old Description=电? New Description=电阻
Change Component Description : Designator=R35 Old Description=电? New Description=电阻
Change Component Description : Designator=R36 Old Description=电? New Description=电阻
Change Component Description : Designator=R37 Old Description=电? New Description=电阻
Change Component Description : Designator=R38 Old Description=电? New Description=电阻
Change Component Description : Designator=R5 Old Description=精密电 New Description=精密电位器
Change Component Description : Designator=C3 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C4 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C7 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C8 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C11 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C12 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C14 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C18 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change Component Description : Designator=C19 Old Description=钽电解电容/16V/ New Description=钽电解电容/16V/A型封装
Change component parameters: Designator = "P1" ("P1"); Footprint = "PCBComponent_1"; UniqueID = "\IQWCIPJY" ("\IQWCIPJY")
Change component parameters: Designator = "L2" ("L2"); Footprint = "0805X"; UniqueID = "\GVHWHMDP" ("\GVHWHMDP")
Change component parameters (AddParameter): Name = "Code_IEC"; Value = "1005"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Code_JEITA"; Value = "0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "29-May-2009"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "IPC-7351 Footprint Added."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Chip Inductor"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "0402-A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "0"; VariantName = "[No Variations]"
Change component parameters: Designator = "L3" ("L3"); Footprint = "0805X"; UniqueID = "\LMAWLTPI" ("\LMAWLTPI")
Change component parameters (AddParameter): Name = "Code_IEC"; Value = "1005"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Code_JEITA"; Value = "0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "29-May-2009"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "IPC-7351 Footprint Added."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Chip Inductor"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "0402-A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "0"; VariantName = "[No Variations]"
Change component parameters: Designator = "S1" ("S1"); Footprint = "扭子开关102 - 2"; UniqueID = "\DVLHBXTK" ("\DVLHBXTK")
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer Link"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.apem.com"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DatasheetVersion"; Value = "05-Dec-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Dec-2003"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Schematic revised, PCB Footprint replaced."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Switch; 4 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "TL36WW15050"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "24-Mar-1999"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters: Designator = "R5" ("R5"); Footprint = "VR5_N"; UniqueID = "\EUNKXQOB" ("\EUNKXQOB")
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "Variable Resistor, Thru-Hole; 3 Leads"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "VR5"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Set Position"; Value = "0.5"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Sim Note"; Value = "Enter the Resistance value and the set point into parameter fields."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100K"; VariantName = "[No Variations]"
Change component parameters: Designator = "Q1" ("Q1"); Footprint = "TO-252"; UniqueID = "\MIDDHGIP" ("\MIDDHGIP")
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer Link"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.irf.com/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "DatasheetVersion"; Value = "PD-9.390D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Note"; Value = "Pin 4 not drawn and electrically connected to Pin 2."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageDescription"; Value = "TO, Thru-Hole, Vertical, Heatsink Mounted; 3 In-Line Leads; Pitch 2.54 mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageReference"; Value = "TO-220AB"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "PackageVersion"; Value = "Feb-1997"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Added Component: Designator=C22(CAPPR3.5-8X11.5)
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "220uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=C27(CAPC1608[0603]S-N)
Add component (AddParameter): Name = "blank"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100nF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=C28(CAPC1608[0603]S-N)
Add component (AddParameter): Name = "blank"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "1uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=C29(CAPC2012[0805]S-N)
Add component (AddParameter): Name = "blank"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=C30(CAPC1608[0603]S-N)
Add component (AddParameter): Name = "blank"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100nF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=C31(CAPC1608[0603]S-N)
Add component (AddParameter): Name = "blank"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "1uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=C32(CAPC1608[0603]S-N)
Add component (AddParameter): Name = "blank"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "1uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=D3(SOD-123-L)
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Added Component: Designator=D4(SOD-123-L)
Add component (AddParameter): Name = "Imax"; Value = "500mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Initial Voltage"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartNumber"; Value = "1N5819"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=LED5(LEDC1608(0603))
Add component (AddParameter): Name = "Color"; Value = "Blue"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartNumber"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.00"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Added Component: Designator=LED7(LEDC1608(0603))
Add component (AddParameter): Name = "PartNumber"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.00"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Added Component: Designator=P17(KF/WJ/DG 301-2p-5.0mm)
Added Component: Designator=P18(KF/WJ/DG 301-2p-5.0mm)
Added Component: Designator=P19(HDR2X3)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.00"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Added Component: Designator=Q3(DFN5x6)
Added Component: Designator=Q4(DFN5x6)
Added Component: Designator=Q5(DFN5x6)
Added Component: Designator=Q6(DFN5x6)
Added Component: Designator=R39(RESC1608[0603]S-N)
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "330R"; VariantName = "[No Variations]"
Added Component: Designator=R41(RESC1608[0603]S-N)
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "2.2K"; VariantName = "[No Variations]"
Added Component: Designator=R42(RESC1608[0603]S-N)
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "1K"; VariantName = "[No Variations]"
Added Component: Designator=R43(RESC1608[0603]S-N)
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R44(RESC1608[0603]S-N)
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Revision"; Value = "July-2002: Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=S7(SS12D10)
Add component (AddParameter): Name = "Price(RMB)"; Value = "0.000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "24-Mar-1999"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Added Component: Designator=U6(SOT-23-5)
Added Component: Designator=U7(TSSOP-14)
Added Component: Designator=U8(QFN24-4x4)
Added Pin To Net: NetName=VCCBAT Pin=C22-1
Added Pin To Net: NetName=GNDBAT Pin=C22-2
Added Pin To Net: NetName=GNDBAT Pin=C29-2
Added Pin To Net: NetName=GNDBAT Pin=C30-2
Added Pin To Net: NetName=GNDBAT Pin=C31-1
Added Pin To Net: NetName=GNDBAT Pin=C32-1
Added Pin To Net: NetName=GNDBAT Pin=D3-A
Added Pin To Net: NetName=VCCBAT Pin=D4-A
Added Pin To Net: NetName=GNDBAT Pin=LED5-C
Added Pin To Net: NetName=GNDBAT Pin=LED7-C
Added Pin To Net: NetName=VCCBAT Pin=P18-1
Added Pin To Net: NetName=GNDBAT Pin=P18-2
Added Pin To Net: NetName=02.5 Pin=P19-1
Added Pin To Net: NetName=02.7 Pin=P19-2
Added Pin To Net: NetName=GNDBAT Pin=P19-3
Added Pin To Net: NetName=GNDBAT Pin=P19-4
Added Pin To Net: NetName=02.4 Pin=P19-5
Added Pin To Net: NetName=02.6 Pin=P19-6
Added Pin To Net: NetName=VCCBAT Pin=R41-1
Added Pin To Net: NetName=02.5 Pin=R43-1
Added Pin To Net: NetName=GNDBAT Pin=R43-2
Added Pin To Net: NetName=02.4 Pin=R44-1
Added Pin To Net: NetName=GNDBAT Pin=R44-2
Added Pin To Net: NetName=VCC5V Pin=U6-1
Added Pin To Net: NetName=GND5V Pin=U6-2
Added Pin To Net: NetName=VCC5V Pin=U6-3
Added Pin To Net: NetName=GNDBAT Pin=U7-1
Added Pin To Net: NetName=02.5 Pin=U7-2
Added Pin To Net: NetName=GNDBAT Pin=U7-4
Added Pin To Net: NetName=02.4 Pin=U7-5
Added Pin To Net: NetName=GNDBAT Pin=U7-7
Added Pin To Net: NetName=GNDBAT Pin=U7-10
Added Pin To Net: NetName=GNDBAT Pin=U7-13
Added Pin To Net: NetName=GNDBAT Pin=U8-0
Added Pin To Net: NetName=GNDBAT Pin=U8-5
Added Pin To Net: NetName=GNDBAT Pin=U8-16
Added Pin To Net: NetName=3V3 Pin=D3-K
Added Pin To Net: NetName=3V3 Pin=R41-2
Added Pin To Net: NetName=3V3 Pin=R42-2
Added Pin To Net: NetName=3V3 Pin=S7-3
Added Net: Name=3V3
Added Pin To Net: NetName=DVDD Pin=U7-14
Added Net: Name=DVDD
Added Net: Name=GND
Added Pin To Net: NetName=L_A Pin=P17-1
Added Net: Name=L_A
Added Pin To Net: NetName=L_B Pin=P17-2
Added Net: Name=L_B
Added Pin To Net: NetName=L_EN Pin=U7-6
Added Net: Name=L_EN
Added Pin To Net: NetName=L_PH Pin=U7-3
Added Net: Name=L_PH
Added Pin To Net: NetName=NetC27_1 Pin=C27-1
Added Pin To Net: NetName=NetC27_1 Pin=U8-4
Added Net: Name=NetC27_1
Added Pin To Net: NetName=NetC27_2 Pin=C27-2
Added Pin To Net: NetName=NetC27_2 Pin=U8-3
Added Net: Name=NetC27_2
Added Pin To Net: NetName=NetC28_1 Pin=C28-1
Added Pin To Net: NetName=NetC28_1 Pin=U8-2
Added Net: Name=NetC28_1
Added Pin To Net: NetName=NetC28_2 Pin=C28-2
Added Pin To Net: NetName=NetC28_2 Pin=C29-1
Added Pin To Net: NetName=NetC28_2 Pin=C30-1
Added Pin To Net: NetName=NetC28_2 Pin=D4-K
Added Pin To Net: NetName=NetC28_2 Pin=U8-1
Added Net: Name=NetC28_2
Added Pin To Net: NetName=NetC31_2 Pin=C31-2
Added Pin To Net: NetName=NetC31_2 Pin=U8-6
Added Pin To Net: NetName=NetC31_2 Pin=U8-7
Added Pin To Net: NetName=NetC31_2 Pin=U8-12
Added Net: Name=NetC31_2
Added Pin To Net: NetName=NetC32_2 Pin=C32-2
Added Pin To Net: NetName=NetC32_2 Pin=U8-8
Added Net: Name=NetC32_2
Added Pin To Net: NetName=NetLED5_A Pin=LED5-A
Added Pin To Net: NetName=NetLED5_A Pin=R39-2
Added Net: Name=NetLED5_A
Added Net: Name=NetLED6_1
Added Pin To Net: NetName=NetLED7_A Pin=LED7-A
Added Pin To Net: NetName=NetLED7_A Pin=R42-1
Added Net: Name=NetLED7_A
Added Pin To Net: NetName=NetQ3_3 Pin=Q3-3
Added Pin To Net: NetName=NetQ3_3 Pin=Q3-3
Added Pin To Net: NetName=NetQ3_3 Pin=Q3-3
Added Pin To Net: NetName=NetQ3_3 Pin=Q5-1
Added Pin To Net: NetName=NetQ3_3 Pin=Q5-1
Added Pin To Net: NetName=NetQ3_3 Pin=Q5-1
Added Pin To Net: NetName=NetQ3_3 Pin=Q5-1
Added Pin To Net: NetName=NetQ3_3 Pin=Q5-1
Added Pin To Net: NetName=NetQ3_3 Pin=Q5-1
Added Net: Name=NetQ3_3
Added Pin To Net: NetName=NetQ4_2 Pin=Q4-2
Added Pin To Net: NetName=NetQ4_2 Pin=U8-24
Added Net: Name=NetQ4_2
Added Pin To Net: NetName=NetQ4_3 Pin=Q4-3
Added Pin To Net: NetName=NetQ4_3 Pin=Q4-3
Added Pin To Net: NetName=NetQ4_3 Pin=Q4-3
Added Pin To Net: NetName=NetQ4_3 Pin=Q6-1
Added Pin To Net: NetName=NetQ4_3 Pin=Q6-1
